F00022+1231 Pks 0002+12   00 02 16.26 +12 31 58.0 G        18.7        < 0.06  0.86 > 1.16 M
F00073+2538 NGC 0023      00 07 19.3  +25 38 50.  SBa      12.5   96.7   2.67  0.74   2.23 S
F00124-3929 NGC 0055      00 12 24.3  -39 28 28.  Irr       8.2    3.2   3.05  1.04   2.87 S
F00129+1422               00 12 57.60 +14 22 56.2 E        17.0        < 0.93  0.77 > 1.00 M
F00349+0916 UGC 00373     00 34 58.5  +09 16 50.  S?...    16.0          1.43       > 1.02 M
F00400+4059 M 31          00 40 00.3  +41 00 03.  Sb        4.3    0.7   2.77  1.04   1.83 S
F00450-2533 NGC 0253      00 45 07.6  -25 33 39.  Sc        8.1    4.2   2.70  0.53   2.12 S
F00460+3141 NGC 0262      00 46 05.1  +31 41 06.  S0       15.0   89.0   0.81  0.30   0.50 M
F00492+4716 NGC 0278      00 49 14.8  +47 16 43.  S...     10.5   18.6   2.84  0.86   2.79 S
F00506+7248 MCG+12-02-001 00 50 41.05 +72 48 50.5 Dbl Sys  16.0  100.2   2.75  0.75   2.05 S
F00548+4331 NGC 0317b     00 54 51.28 +43 31 18.8 SB...    13.8  107.8   2.59  0.60   2.44 S
F00550+3004 NGC 0315      00 55 05.8  +30 04 58.  E        12.5  103.7 <-0.59  1.04 > 0.67 M
F00567+2647 IC 0064       00 56 42.1  +26 47 17.  ...      15.6          1.08  0.40 > 1.82 M
F01009-3241 Pks 0100-326  01 00 54.51 -32 41 57.5 G        19.0        < 0.74  1.30 > 0.98 M
F01046+3208 NGC 0383      01 04 39.4  +32 08 46.  S0       13.6  106.7  -0.44  0.69 > 1.91 M
F01053-1746 IC 1623       01 05 18.90 -17 46 22.1 Dbl Sys  13.4  121.0   2.55  0.79   2.13 S
F01133+3249 NGC 0449      01 13 19.62 +32 49 33.1 S?       15.0   99.5   2.02  0.66   1.23 M
F01171+0308 NGC 0470      01 17 10.5  +03 08 53.  Sb/Sc    12.4   46.2   2.61  0.38   1.87 S
F01219+0331 NGC 0520      01 21 59.4  +03 32 13.  Ir II    12.4   45.8   2.75  0.67   2.67 S
F01310+3024 M 33          01 31 04.6  +30 23 40.  Sc        6.5    0.9   2.78  0.79   2.68 S
F01317-3644 NGC 0612      01 31 43.60 -36 44 56.6 S0-a     13.9  181.4  -0.10  0.79   2.71 M
F01319-2940 NGC 0613      01 31 59.0  -29 40 30.  Sc       10.7   32.1   2.67  0.89   2.51 S
F01339+1532 NGC 0628      01 34 00.7  +15 31 55.  Sc       10.5   17.2   2.83  0.95   2.74 S
F01348+3254 3C 48         01 34 49.8  +32 54 20.  Q        16.1 1736.5 <-0.74  0.81 > 1.74 M
F01403+1323 NGC 0660      01 40 20.7  +13 23 32.  SB[a]    12.8   19.6   2.70  0.62   2.58 S
F01417+1651 III Zw 035    01 41 47.93 +16 51 07.4 G+G      15.8  163.0   2.73  0.28   2.83 S
F01475-0740               01 47 32.95 -07 40 41.0 E-S0     15.5  105.8   0.74         0.10 M
F01477-1655               01 47 41.66 -16 55 23.8 G        18.0        < 0.29  0.61  -0.05 M
F01479+0553 NGC 0693      01 47 53.9  +05 53 51.  S...     13.5   36.3   2.69  0.69   3.01 S
F01484+2220 NGC 0695      01 48 27.4  +22 20 10.  ... Pec  13.8  196.8   2.67  0.86   2.56 S
F01565+1845 NGC 0772      01 56 35.3  +18 45 50.  Sb       11.3   52.9   2.71  0.82   2.29 S
F02070+3857 NGC 0828      02 07 07.0  +38 57 23.  Pec      13.0  109.7   2.67  0.91   2.69 S
F02079+3725 NGC 0834      02 08 00.6  +37 25 56.  S...     13.2   93.4   2.69  0.94   2.46 S
F02114+0456 UGC 01720     02 11 29.0  +04 56 26.  Pec      14.4  182.1   2.54  0.68   2.42 S
F02152+1418 NGC 0876/7    02 15 15.3  +14 19 01.  Sc       12.5   76.2   2.69  0.69   2.43 S
F02194+4207 NGC 0891      02 19 25.2  +42 07 18.  Sb       10.8   15.6   2.55  0.62   2.35 S
F02208+4744 UGC 01845     02 20 51.2  +47 44 40.  Sa-b     15.7   96.4   2.64  0.59   2.64 S
F02312+2905 NGC 0972      02 31 16.6  +29 05 35.  Sa-b     12.1   35.2   2.62  0.66   2.74 S
F02345+2053 NGC 0992      02 34 35.7  +20 52 56.  S?...    13.5   81.9   2.69  0.72   2.17 S
F02358+1623 AO 0235+164   02 35 52.6  +16 24 05.  BL Lac   15.5 3450.4 <-0.53 -0.27 > 0.89 M
F02367+0052 NGC 1032      02 36 49.1  +00 52 43.  Sa       13.2   53.3 < 1.15 -0.80 > 0.03 M
F02386-0828 NGC 1052      02 38 37.33 -08 28 08.6 E        11.4   30.8  -0.28 -0.90   0.70 M
F02391+0013 NGC 1055      02 39 10.7  +00 13 45.  Sb       12.5   22.0   2.74  0.90   2.38 S
F02401-0013 NGC 1068      02 40 06.5  -00 13 32.  Sb        9.6   24.7   2.13  0.88   0.88 M+S
F02435-0747 NGC 1084      02 43 31.8  -07 47 08.  Sc       11.3   29.6   2.62  0.85   2.53 S
F02435+1253 UGC 02238     02 43 33.3  +12 53 10.  Irr?     15.2  133.3   2.69  0.83   2.93 S
F02441-3029 NGC 1097      02 44 11.5  -30 29 06.  SBb      10.2   25.7   2.79  0.98   2.06 S
F02474+4127 NGC 1106      02 47 26.9  +41 27 58.  S0       13.7   86.3   1.53  0.76   1.23 M
F02483+4302 GC 0248+430   02 48 18.5  +43 02 57.  (Q+2G)                 0.61 -0.42   3.49
F02509+1248 NGC 1134      02 50 56.9  +12 48 43.  S...     13.2   70.6   2.60  0.67   2.35 S
F02568+3637 UGC 02456     02 56 50.3  +36 37 21.  SB0      13.8   74.7   2.52  0.70   1.80 S
F03079-3031 Pks 0307-305  03 07 56.56 -30 30 58.6 E        16.5  388.3 <-0.15  0.54   0.29 M
F03117+4151 UGC 02608     03 11 43.2  +41 51 00.  SBb      14.0  109.6   2.43  0.79   2.00 S
F03164+4119 NGC 1275      03 16 29.9  +41 19 55.  Pec      13.0  109.6  -0.70 -0.61   0.80 M
F03169+1850 OE +129       03 17 00.08 +18 50 41.9 Q?       19.0        <-0.07 -0.46 > 0.41 M
F03207-3723 NGC 1316      03 20 47.0  -37 23 12.  S0        9.4   37.6  -1.14  0.60   2.83 M
F03265-2852 Pks 0326-288  03 26 31.69 -28 52 13.2 E        17.5  599.8   0.04  0.84   0.74 M
F03316-3618 NGC 1365      03 31 41.4  -36 18 23.  Sc       10.2   30.2   2.81  0.78   2.13 S
F03324+7224 NGC 1343      03 32 25.3  +72 24 28.  ...      14.1   43.8   2.55         2.52 S
F03384-2129 Pks 0338-214  03 38 23.19 -21 29 07.7 BL Lac   17.5  278.0 <-0.23 -0.14 > 0.59 M
F03419+6756 IC 0342       03 41 58.6  +67 56 26.  Sc       10.5    4.7   2.86  1.09   1.98 S
F03432+6958 UGC 02855     03 43 15.7  +69 58 46.  Sc/SBc   14.6   28.9   2.59  0.45   2.75 S
F03451+6956 UGC 02866     03 45 08.4  +69 56 33.  ...      15.5   28.9   2.73  0.49   2.06 S
F03524-2038 NGC 1482      03 52 27.0  -20 38 54.  Sa:      13.1   29.7   2.65  0.64   2.30 S
F04097+0525 UGC 02982     04 09 43.0  +05 25 10.  S...     15.5  110.9   2.61  0.77   2.64 S
F04207-0127 Pks 0420-01   04 20 43.5  -01 27 29.  Q        17.8 3328.4 <-0.58 -0.40   1.07 M
F04260+6444 NGC 1569      04 26 05.8  +64 44 18.  Irr      11.8    2.9   2.44  0.60   2.12 S
F04296+2923               04 29 39.91 +29 23 39.5 G        16.0   42.6   2.86  0.61   2.12 S
F04305+0514 UGC 03087     04 30 31.3  +05 15 03.  [S0]     14.2  200.6  -0.23  0.09   0.80 M
F04326+1904 UGC 03094     04 32 38.3  +19 04 14.  S...     16.5  148.0   2.52  1.13   2.35 S
F04500-0311 NGC 1684      04 50 00.8  -03 11 20.  E        13.0   87.8   1.32       > 2.20 M
F05059-3734 NGC 1808      05 05 58.7  -37 34 37.  Sa?      10.7   16.4   2.90  1.03   1.93 S
F05179+0845 UGC 03293     05 17 56.5  +08 45 30.  Sc       16.0   97.0   2.71  0.60   2.43 S
F05212-3630 ESO 362-G021  05 21 13.0  -36 30 18.  N        15.3  317.0 <-1.25  0.43   0.76 M
F05246+0103               05 24 40.98 +01 03 32.8 G        17.0  542.3   1.22         1.73 M
F05365+6921 NGC 1961      05 36 33.9  +69 21 16.  Sb       12.2   82.9   2.33  0.94   2.79 S
F05414+5840 UGC 03351     05 41 24.2  +58 40 50.  Sa-b     16.0   94.4   2.65  0.92   3.29 S
F05497-0728 NGC 2110      05 49 46.38 -07 28 01.9 S0       14.0   43.9   1.53  0.43   1.82 M
F05511+4625 UGC 03374     05 51 09.9  +46 25 55.  SB...    13.9  125.6   1.67  0.80   0.50 M
F05576+6522 UGC 03386     05 57 38.4  +65 22 18.  Sa:      14.4          1.57  0.46   1.86 M
F06098+7103 UGC 03426     06 09 48.8  +71 03 10.  S0:      13.8   85.2   1.10  0.89   0.30 M
F06142-2121 NGC 2207      06 14 14.4  -21 21 14.  Sc       11.4   51.8   2.43  1.01   2.56 S
F06343-2032 Pks 0634-20   06 34 23.2  -20 32 19.  E        16.8  322.5 <-0.66  0.74   0.89 M
F06456+6054 NGC 2273      06 45 37.58 +60 54 12.2 SBa      12.5   36.1   2.54  0.77   1.70 S
F06457+7429 IC 0450       06 45 45.2  +74 29 04.  S0-a     14.8  112.9   1.14  0.66   0.62 M
F06538+4628 UGC 03608     06 53 52.6  +46 28 14.  S... Pec 13.7  126.8   2.70  0.89   2.16 S
F07054+1851 NGC 2339      07 05 25.1  +18 51 42.  Sb/SBc   12.3   45.6   2.85  0.83   2.39 S
F07144+4410               07 14 25.57 +44 10 54.2 G        15.5  352.3 < 1.29        -0.04 M
F07157+4039               07 15 40.88 +40 39 13.6 G        18.0          1.52         1.80 M
F07162+7126 S5 0716+71    07 16 13.0  +71 26 15.  BL Lac   15.5        <-0.23  0.02   0.72 M
F07224+3003 A0722+30      07 22 27.5  +30 03 14.  G        15.6  112.2   1.78  0.64   2.10 M
F07256+3355 NGC 2388      07 25 38.17 +33 55 17.4  ...     14.7   80.5   2.91  0.84   2.33 S
F07320+6543 NGC 2403      07 32 05.5  +65 42 40.  Sc        9.3    3.6   2.84  0.74   2.40 S
F07325+2517               07 32 37.14 +25 17 01.1 E        17.0          0.81         0.36 M
F07336+3521 NGC 2415      07 33 39.49 +35 21 17.1 ...      12.5   74.7   2.71  0.81   2.56 S
F07352+1749 Pks 0735+17   07 35 14.1  +17 49 09.  BL Lac   16.2 1944.0 <-0.74 -0.12   0.32 M
F07543+1004 Pks 0754+100  07 54 22.6  +10 04 40.  BL Lac   15.0 2714.1  -0.38  0.25  -0.15 M
F07552+1449                                       G        15.1          1.36       > 0.84 M
F08014+0515 UGC 04203     08 01 26.5  +05 15 22.  ...      14.2   81.0   1.57  0.58  -0.11 M
F08064-1018 3C 195        08 06 30.3  -10 18 51.  N        18.0  610.1  -0.34  0.71   0.53 M
F08079+2822                                       EF                     0.95         0.59 M
F08147+3137               08 14 47.46 +31 37 49.3 G        18.0        < 1.27       > 0.99 M
F08291+0439 Pks 0829+046  08 29 10.9  +04 39 51.  BL Lac   16.4  953.1 <-0.53 -0.67   0.59 M
F08352+2504 NGC 2622      08 35 13.01 +25 04 16.0 S?       15.0  169.7   1.49  0.88 > 0.28 M
F08354+2555 NGC 2623      08 35 25.2  +25 55 43.  Trp Sys  14.4  107.0   2.73  0.44   3.01 S
F08369+2959 Zw 0837+30    08 36 59.1  +29 59 45.  G        15.7  370.3 < 0.37  0.78 > 0.72 M
F08400+5023 NGC 2639      08 40 03.0  +50 23 14.  Sa?      12.4   65.4   1.86  0.51   2.57 M
F08425+7416 NGC 2633      08 42 35.7  +74 17 00.  SBb      12.4   51.3   2.77  0.42   2.23 S
F08495+3336 NGC 2683      08 49 34.8  +33 36 23.  Sb        9.7    8.0   2.84  0.76   3.17 S
F08519+2017 OJ 287        08 51 57.3  +20 17 58.  BL Lac   15.4 1499.5  -0.36 -0.13   0.82 M
F08544+2100               08 54 28.84 +21 00 29.2 G        17.0  190.2   1.55       > 1.12 M
F08563+6058               08 56 16.58 +60 58 47.  G        17.5          1.15  0.87 > 2.36 M
F09018+1447 IC 2431       09 01 48.88 +14 47 34.2 Quad Sys 14.1  299.4   2.27  0.97   2.41 S
F09067+1940 Mrk 1226      09 06 47.5  +19 40 22.  G        15.7  159.5   0.66       > 0.67 M
F09109+4019 NGC 2782      09 10 54.0  +40 19 18.  S... Pec 12.3   51.5   2.43  0.69   2.06 S
F09120+4107 NGC 2785      09 12 02.8  +41 07 34.  Irr      14.9   61.4   2.70  0.72   2.50 S
F09136+0043                                       EF                   < 1.14       > 1.11 M
F09141+4212 NGC 2798      09 14 09.5  +42 12 37.  SBa      12.9   35.5   2.90  0.56   2.20 S
F09165-0726               09 16 34.01 -07 26 23.1 G        19.5        < 0.46       > 1.47 M
F09173+7203 NGC 2810      09 17 18.8  +72 03 28.  E        13.4   69.0   1.67       > 1.67 M
F09177+6428 NGC 2820      09 17 43.7  +64 28 16.  Sc       13.1   28.9   2.46  0.80   2.53 S
F09186+5111 NGC 2841      09 18 34.9  +51 11 19.  Sb        9.9   14.3   2.60  0.87   1.91 S
F09288+7229               09 28 45.62 +72 29 33.0 G        19.5        < 1.60       > 2.23 M
F09293+2143 NGC 2903      09 29 19.9  +21 43 19.  Sb/Sc     9.8    9.4   2.82  0.89   2.20 S
F09311+1022 NGC 2911      09 31 05.5  +10 22 30.  ...      13.1   59.9 < 1.00       >-0.11 M
F09320+6134 UGC 05101     09 32 03.5  +61 34 40.  ...      15.5  242.5   2.37  0.54   2.84 S
